o_orderkey,o_custkey,o_orderstatus,o_totalprice,o_orderdate,o_orderpriority
2952,611,F,94196.82,1998-03-14,4-NOT SPECIFIED
2953,742,O,1918.68,1996-04-09,4-NOT SPECIFIED
2954,979,O,35492.64,1992-10-20,5-LOW
2955,933,F,28057.08,1993-01-04,1-URGENT
2956,953,P,11874.65,1992-12-01,1-URGENT
2957,142,F,95144.92,1997-08-15,4-NOT SPECIFIED
2958,777,F,57077.36,1998-10-06,4-NOT SPECIFIED
2959,577,P,7028.02,1997-02-25,4-NOT SPECIFIED
2960,255,O,4465.3,1993-09-06,4-NOT SPECIFIED
2961,609,F,26019.72,1994-05-15,2-HIGH
2962,694,F,58967.74,1998-08-21,2-HIGH
2963,546,F,69571.39,1993-09-21,1-URGENT
2964,393,O,41593.53,1998-05-09,4-NOT SPECIFIED
2965,266,F,67291.59,1994-12-08,3-MEDIUM
2966,149,P,14348.26,1994-03-20,4-NOT SPECIFIED
2967,37,P,10195.21,1995-06-13,5-LOW
2968,175,F,15467.39,1997-04-11,2-HIGH
2969,949,O,11605.33,1993-12-23,1-URGENT
2970,369,O,59688.96,1995-06-24,1-URGENT
2971,430,P,51253.89,1992-05-06,1-URGENT
2972,770,F,75163.18,1998-03-02,2-HIGH
2973,657,O,74586.88,1997-02-15,5-LOW
2974,221,F,42914.77,1998-08-08,3-MEDIUM
2975,533,F,83251.93,1992-11-19,3-MEDIUM
2976,290,F,21582.06,1998-11-12,5-LOW
2977,771,P,16584.31,1997-07-17,1-URGENT
2978,79,O,58223.35,1992-07-05,4-NOT SPECIFIED
2979,899,F,8275.28,1997-04-18,2-HIGH
2980,709,F,27793.73,1995-11-05,5-LOW
2981,545,O,26411.6,1998-08-21,4-NOT SPECIFIED
2982,299,P,87548.61,1998-02-22,1-URGENT
2983,76,O,48361.3,1992-08-16,4-NOT SPECIFIED
2984,416,P,85316.73,1994-10-26,1-URGENT
2985,288,O,74771.81,1992-04-28,2-HIGH
2986,643,P,42957.93,1994-06-20,2-HIGH
2987,620,O,27403.21,1997-11-23,1-URGENT
2988,858,P,34173.31,1997-02-05,4-NOT SPECIFIED
2989,545,F,48517.24,1993-11-20,4-NOT SPECIFIED
2990,110,O,78514.61,1992-03-11,1-URGENT
2991,864,P,48436.69,1998-07-18,1-URGENT
2992,841,F,1818.17,1992-07-21,2-HIGH
2993,305,F,17408.04,1997-03-09,2-HIGH
2994,992,O,98176.83,1997-03-21,5-LOW
2995,282,F,39128.7,1995-11-07,1-URGENT
2996,28,O,51313.02,1994-03-17,5-LOW
2997,126,F,91308.22,1995-11-09,4-NOT SPECIFIED
2998,271,P,83867.17,1992-11-19,5-LOW
2999,651,P,35577.51,1994-06-10,4-NOT SPECIFIED
3000,338,P,25104.39,1996-10-14,5-LOW
3001,337,O,10005.62,1998-07-27,4-NOT SPECIFIED
3002,390,F,1527.53,1997-10-05,3-MEDIUM
3003,109,F,94818.87,1994-03-19,5-LOW
3004,828,F,51372.87,1998-11-05,2-HIGH
3005,33,O,14019.58,1998-03-02,1-URGENT
3006,658,F,82290.41,1993-05-25,1-URGENT
3007,447,P,24020.52,1996-04-20,4-NOT SPECIFIED
3008,635,P,69007.94,1997-04-03,5-LOW
3009,885,O,40583.21,1992-05-24,1-URGENT
3010,468,P,90484.62,1996-06-16,2-HIGH
3011,766,F,4441.63,1996-03-01,3-MEDIUM
3012,766,P,62192.31,1992-02-01,4-NOT SPECIFIED
3013,12,O,20120.53,1993-11-23,1-URGENT
3014,176,O,30430.57,1997-02-22,5-LOW
3015,44,P,42491.0,1993-10-26,5-LOW
3016,289,O,24018.88,1993-08-19,2-HIGH
3017,466,O,22012.08,1995-10-21,2-HIGH
3018,282,P,31579.66,1992-10-13,1-URGENT
3019,593,O,67662.21,1996-10-07,2-HIGH
3020,172,O,84978.9,1993-11-28,4-NOT SPECIFIED
3021,599,P,69931.79,1993-05-04,2-HIGH
3022,202,F,90217.51,1992-12-14,4-NOT SPECIFIED
3023,140,P,6457.96,1997-08-28,4-NOT SPECIFIED
3024,892,F,37197.91,1997-02-06,5-LOW
3025,541,F,10278.92,1993-06-28,2-HIGH
3026,446,F,41315.36,1998-10-21,3-MEDIUM
3027,37,O,32630.05,1997-03-11,3-MEDIUM
3028,29,F,62634.95,1993-11-26,3-MEDIUM
3029,670,F,65868.61,1996-09-14,2-HIGH
3030,39,P,68279.79,1993-03-28,3-MEDIUM
3031,882,O,67642.4,1993-03-08,2-HIGH
3032,285,F,59336.66,1994-04-19,3-MEDIUM
3033,630,F,19459.96,1993-10-27,5-LOW
3034,658,F,3004.71,1993-10-10,2-HIGH
3035,380,P,75051.94,1995-07-25,3-MEDIUM
3036,200,F,48631.1,1997-04-05,4-NOT SPECIFIED
3037,458,F,95176.82,1994-09-25,3-MEDIUM
3038,594,P,49426.29,1997-10-25,5-LOW
3039,679,P,70543.65,1996-10-10,4-NOT SPECIFIED
3040,139,O,29699.65,1992-11-14,4-NOT SPECIFIED
3041,904,F,20452.56,1995-06-14,3-MEDIUM
3042,648,O,28202.32,1996-01-01,3-MEDIUM
3043,659,F,45584.82,1992-01-04,5-LOW
3044,467,O,52179.68,1997-03-12,1-URGENT
3045,727,P,22712.18,1997-03-27,3-MEDIUM
3046,866,P,55183.79,1994-01-22,4-NOT SPECIFIED
3047,356,F,32977.08,1992-02-05,4-NOT SPECIFIED
3048,397,F,24014.62,1992-08-05,4-NOT SPECIFIED
3049,152,P,34786.63,1996-11-11,4-NOT SPECIFIED
3050,195,F,45813.92,1994-12-04,1-URGENT
3051,858,F,27649.2,1996-11-08,3-MEDIUM
3052,158,F,47287.76,1998-02-10,2-HIGH
3053,399,O,57687.9,1993-03-01,3-MEDIUM
3054,542,O,36248.45,1993-12-27,1-URGENT
3055,484,P,92559.25,1993-06-03,4-NOT SPECIFIED
3056,249,P,27732.61,1996-09-06,5-LOW
3057,832,F,93685.99,1993-12-19,3-MEDIUM
3058,50,P,90184.59,1993-11-07,1-URGENT
3059,198,O,29325.85,1996-07-14,3-MEDIUM
3060,635,F,1241.94,1992-05-01,2-HIGH
3061,467,P,78368.56,1992-05-09,1-URGENT
3062,402,F,66688.9,1992-06-20,2-HIGH
3063,982,F,10977.06,1998-10-01,3-MEDIUM
3064,268,O,68299.76,1996-11-12,5-LOW
3065,748,O,17558.3,1995-11-21,4-NOT SPECIFIED
3066,850,P,36402.11,1992-10-20,4-NOT SPECIFIED
3067,431,P,45105.42,1995-07-06,4-NOT SPECIFIED
3068,556,P,57698.47,1995-06-15,2-HIGH
3069,589,P,93893.59,1996-10-08,1-URGENT
3070,102,O,68427.13,1996-06-16,3-MEDIUM
3071,631,P,50419.07,1996-08-25,3-MEDIUM
3072,551,F,45204.84,1993-03-26,4-NOT SPECIFIED
3073,22,F,75988.17,1992-04-08,4-NOT SPECIFIED
3074,339,P,79299.93,1993-09-18,1-URGENT
3075,830,F,57930.31,1997-10-06,3-MEDIUM
3076,615,P,51730.76,1998-11-16,4-NOT SPECIFIED
3077,891,O,44632.59,1996-12-09,2-HIGH
3078,609,P,19246.02,1995-09-28,2-HIGH
3079,925,P,69443.48,1995-04-10,2-HIGH
3080,275,F,18229.31,1998-03-19,2-HIGH
3081,321,P,27166.92,1992-02-23,3-MEDIUM
3082,150,F,81451.85,1996-08-16,2-HIGH
3083,114,P,3996.52,1996-09-23,4-NOT SPECIFIED
3084,580,F,20546.39,1994-04-12,5-LOW
3085,374,P,73688.38,1995-02-24,2-HIGH
3086,330,F,14685.26,1994-09-12,4-NOT SPECIFIED
3087,704,O,79424.46,1992-12-12,4-NOT SPECIFIED
3088,164,O,88849.31,1992-07-17,5-LOW
3089,377,P,20599.4,1992-01-12,1-URGENT
3090,245,P,57982.4,1996-06-10,1-URGENT
3091,905,F,17057.29,1996-05-15,1-URGENT
3092,741,F,14209.53,1997-07-16,4-NOT SPECIFIED
3093,528,F,28152.09,1994-03-26,2-HIGH
3094,326,P,76348.83,1993-03-24,1-URGENT
3095,525,P,79921.73,1994-01-11,1-URGENT
3096,274,P,85842.72,1994-09-28,2-HIGH
3097,246,P,19156.96,1992-05-20,3-MEDIUM
3098,241,F,72451.86,1998-10-20,2-HIGH
3099,461,P,18596.39,1996-09-19,4-NOT SPECIFIED
3100,911,O,36519.74,1995-09-28,5-LOW
3101,513,O,74040.63,1998-08-12,4-NOT SPECIFIED
3102,320,P,23939.12,1997-06-04,4-NOT SPECIFIED
3103,357,O,67397.41,1992-05-06,2-HIGH
3104,400,O,86659.32,1995-11-28,1-URGENT
3105,137,F,64993.14,1998-12-19,3-MEDIUM
3106,75,F,36708.26,1996-06-16,3-MEDIUM
3107,929,F,53651.1,1998-02-06,5-LOW
3108,801,O,19707.97,1996-11-27,3-MEDIUM
3109,589,P,80578.24,1995-08-25,4-NOT SPECIFIED
3110,393,P,52650.43,1995-10-18,1-URGENT
3111,381,P,91925.99,1995-01-01,5-LOW
3112,521,P,7057.44,1993-05-26,3-MEDIUM
3113,518,O,91012.84,1995-11-13,2-HIGH
3114,227,F,96341.96,1993-03-10,4-NOT SPECIFIED
3115,374,F,71286.36,1996-08-10,3-MEDIUM
3116,677,O,66843.93,1993-11-10,3-MEDIUM
3117,294,O,47391.24,1996-11-19,5-LOW
3118,59,O,30365.6,1994-06-24,5-LOW
3119,758,P,81827.49,1993-11-02,3-MEDIUM
3120,516,P,51264.52,1996-01-18,5-LOW
3121,48,F,40671.1,1992-11-10,3-MEDIUM
3122,583,F,67990.59,1994-04-27,4-NOT SPECIFIED
3123,799,O,99087.82,1998-03-07,2-HIGH
3124,517,F,36808.7,1995-03-10,4-NOT SPECIFIED
3125,622,F,99638.16,1994-10-05,1-URGENT
3126,278,O,45922.09,1997-10-14,2-HIGH
3127,713,F,26680.6,1998-01-14,1-URGENT
3128,750,F,77706.6,1995-04-09,2-HIGH
3129,460,P,33053.03,1998-07-19,5-LOW
3130,261,F,24101.42,1994-06-11,2-HIGH
3131,114,P,55135.47,1998-11-25,3-MEDIUM
3132,769,F,61048.82,1998-06-28,5-LOW
3133,86,F,28007.17,1998-09-09,2-HIGH
3134,873,P,64552.59,1993-05-06,3-MEDIUM
3135,406,O,19621.36,1996-05-12,4-NOT SPECIFIED
3136,501,O,54639.97,1992-11-08,2-HIGH
3137,767,O,93615.59,1998-12-23,2-HIGH
3138,715,P,71272.53,1993-04-07,4-NOT SPECIFIED
3139,830,F,22231.46,1992-08-23,5-LOW
3140,888,F,71799.97,1996-01-28,1-URGENT
3141,430,F,33696.7,1992-07-10,1-URGENT
3142,709,F,35106.86,1994-02-16,5-LOW
3143,864,F,4128.04,1992-07-25,5-LOW
3144,781,O,80932.15,1996-04-19,3-MEDIUM
3145,761,P,49635.33,1996-06-18,2-HIGH
3146,308,O,47637.23,1997-04-19,3-MEDIUM
3147,513,O,89207.09,1996-02-14,5-LOW
3148,718,O,74450.02,1993-08-24,4-NOT SPECIFIED
3149,286,F,52439.56,1992-10-06,5-LOW
3150,662,O,53238.55,1992-05-26,2-HIGH
3151,896,F,44523.7,1992-04-06,1-URGENT
3152,35,O,75515.8,1996-03-12,4-NOT SPECIFIED
3153,457,F,6713.42,1992-03-06,5-LOW
3154,53,O,82873.03,1997-05-16,1-URGENT
3155,664,O,23206.66,1997-10-18,4-NOT SPECIFIED
3156,950,F,21157.35,1993-10-19,1-URGENT
3157,360,F,71495.89,1998-07-24,4-NOT SPECIFIED
3158,212,O,71381.77,1998-08-21,4-NOT SPECIFIED
3159,752,P,43960.56,1995-10-28,3-MEDIUM
3160,419,O,24802.61,1998-03-03,2-HIGH
3161,188,F,23666.46,1998-01-16,1-URGENT
3162,346,O,76582.31,1998-12-23,4-NOT SPECIFIED
3163,615,P,68072.79,1994-06-19,5-LOW
3164,942,F,3531.38,1993-02-11,1-URGENT
3165,65,O,93425.75,1992-08-13,3-MEDIUM
3166,775,P,45991.06,1997-03-10,4-NOT SPECIFIED
3167,580,P,74115.82,1992-11-12,2-HIGH
3168,766,P,4291.83,1992-12-20,4-NOT SPECIFIED
3169,860,O,72406.86,1995-12-03,4-NOT SPECIFIED
3170,310,P,76184.48,1997-12-20,4-NOT SPECIFIED
3171,476,P,8531.06,1997-07-19,3-MEDIUM
3172,236,O,97036.21,1992-03-22,5-LOW
3173,172,O,71793.32,1992-06-08,4-NOT SPECIFIED
3174,339,O,66780.76,1993-08-09,4-NOT SPECIFIED
3175,271,F,43932.55,1998-12-14,1-URGENT
3176,407,O,58624.23,1993-07-09,2-HIGH
3177,654,P,26045.63,1996-08-21,1-URGENT
3178,136,O,80572.74,1997-07-11,5-LOW
3179,754,P,11471.38,1994-06-26,2-HIGH
3180,810,F,31329.8,1992-08-16,5-LOW
3181,695,F,81930.19,1992-10-27,3-MEDIUM
3182,342,O,84160.88,1993-07-10,3-MEDIUM
3183,85,P,46422.78,1997-10-14,3-MEDIUM
3184,804,F,61765.75,1995-07-24,4-NOT SPECIFIED
3185,923,P,98329.26,1996-07-23,5-LOW
3186,257,P,65100.58,1996-04-13,4-NOT SPECIFIED
3187,499,O,76219.76,1993-10-07,1-URGENT
3188,781,P,16498.64,1993-09-12,1-URGENT
3189,899,F,97851.25,1992-10-08,4-NOT SPECIFIED
3190,381,P,9564.07,1994-10-06,3-MEDIUM
3191,58,F,67034.56,1998-07-08,4-NOT SPECIFIED
3192,304,F,48384.08,1998-06-18,5-LOW
3193,825,O,72286.8,1998-06-17,3-MEDIUM
3194,40,O,78289.05,1996-07-23,1-URGENT
3195,8,F,66038.09,1993-06-05,3-MEDIUM
3196,863,P,39914.55,1994-03-16,2-HIGH
3197,368,P,23400.53,1994-02-11,5-LOW
3198,686,F,95637.52,1992-03-19,2-HIGH
3199,130,O,47955.41,1994-08-21,1-URGENT
3200,866,O,54301.29,1994-12-27,4-NOT SPECIFIED
3201,53,O,85626.77,1998-09-10,3-MEDIUM
3202,765,P,19261.96,1994-06-11,5-LOW
3203,667,O,34324.04,1992-03-21,4-NOT SPECIFIED
3204,327,P,80617.79,1998-09-26,2-HIGH
3205,99,P,64472.16,1995-10-13,2-HIGH
3206,662,P,42977.05,1993-03-25,4-NOT SPECIFIED
3207,212,O,47526.64,1996-09-15,2-HIGH
3208,395,P,44119.44,1996-04-03,5-LOW
3209,265,F,68872.15,1995-01-19,5-LOW
3210,767,F,11071.3,1996-01-16,5-LOW
3211,167,P,26222.27,1994-12-11,4-NOT SPECIFIED
3212,737,O,69551.94,1994-05-28,2-HIGH
3213,445,O,85053.65,1992-11-14,3-MEDIUM
3214,9,P,59676.56,1997-11-25,1-URGENT
3215,564,O,53822.41,1997-08-11,1-URGENT
3216,4,O,85147.01,1997-11-05,4-NOT SPECIFIED
3217,415,O,99640.87,1995-10-27,1-URGENT
3218,133,F,92967.36,1995-09-16,4-NOT SPECIFIED
3219,186,P,13474.14,1996-06-04,3-MEDIUM
3220,363,O,10501.11,1995-12-13,5-LOW
3221,621,O,78184.95,1996-07-14,3-MEDIUM
3222,538,O,44500.61,1996-12-28,3-MEDIUM
3223,737,P,55880.19,1994-05-14,2-HIGH
3224,752,O,68892.8,1995-07-23,3-MEDIUM
3225,478,O,43499.42,1993-09-19,4-NOT SPECIFIED
3226,639,P,18205.87,1995-11-28,5-LOW
3227,740,F,59940.5,1998-05-17,5-LOW
3228,72,O,27367.03,1996-12-04,2-HIGH
3229,68,O,84020.44,1996-02-14,2-HIGH
3230,204,F,89809.31,1995-02-02,2-HIGH
3231,827,O,34078.82,1992-09-12,1-URGENT
3232,541,P,99287.42,1993-04-01,1-URGENT
3233,504,O,29307.02,1997-06-21,4-NOT SPECIFIED
3234,99,P,54565.83,1995-09-12,2-HIGH
3235,54,O,37018.03,1994-06-19,4-NOT SPECIFIED
3236,804,O,42525.97,1998-03-09,3-MEDIUM
3237,63,O,87864.28,1993-10-15,1-URGENT
3238,846,P,58492.84,1998-01-02,1-URGENT
3239,164,P,79034.28,1995-04-11,2-HIGH
3240,880,O,85224.72,1997-11-06,1-URGENT
3241,366,F,8190.3,1993-12-25,3-MEDIUM
3242,544,O,67909.58,1996-03-03,3-MEDIUM
3243,890,P,34170.64,1998-02-25,3-MEDIUM
3244,843,O,83618.3,1993-12-03,5-LOW
3245,316,O,46091.73,1997-12-03,1-URGENT
3246,991,O,61765.77,1995-12-03,2-HIGH
3247,957,O,33868.57,1995-05-06,5-LOW
3248,689,F,24287.39,1993-11-13,5-LOW
3249,647,O,69844.01,1992-10-07,3-MEDIUM
3250,404,F,34041.27,1994-03-05,2-HIGH
3251,948,F,30887.09,1995-02-15,5-LOW
3252,933,F,64062.05,1997-05-02,3-MEDIUM
3253,992,F,84702.49,1992-12-07,3-MEDIUM
3254,546,P,66200.74,1993-10-25,3-MEDIUM
3255,728,P,70257.58,1997-11-10,3-MEDIUM
3256,439,F,12761.51,1997-07-27,4-NOT SPECIFIED
3257,799,O,28224.55,1993-10-13,3-MEDIUM
3258,746,F,33151.36,1995-09-16,5-LOW
3259,52,O,60573.79,1995-02-18,4-NOT SPECIFIED
3260,467,F,49499.1,1994-08-20,5-LOW
3261,2,P,22377.03,1992-08-23,1-URGENT
3262,368,O,65498.59,1993-03-26,3-MEDIUM
3263,322,P,9550.45,1997-06-16,2-HIGH
3264,577,O,30323.02,1997-05-03,3-MEDIUM
3265,818,O,6148.91,1998-01-04,5-LOW
3266,827,F,43073.07,1992-08-24,4-NOT SPECIFIED
3267,446,P,88409.77,1997-10-19,3-MEDIUM
3268,523,F,32984.3,1992-06-15,1-URGENT
3269,103,P,64732.0,1996-02-11,5-LOW
3270,365,F,9910.18,1993-04-07,1-URGENT
3271,359,P,7475.22,1996-08-01,2-HIGH
3272,349,O,49758.47,1996-06-27,5-LOW
3273,935,P,21865.41,1994-09-14,3-MEDIUM
3274,611,P,59403.95,1994-11-02,1-URGENT
3275,167,O,39141.96,1992-02-18,5-LOW
3276,485,O,28282.72,1998-07-21,3-MEDIUM
3277,91,O,95341.58,1993-08-03,2-HIGH
3278,987,F,5113.62,1997-10-23,2-HIGH
3279,651,P,1468.45,1994-03-20,5-LOW
3280,917,O,10418.92,1993-11-09,4-NOT SPECIFIED
3281,561,P,47373.43,1995-08-07,5-LOW
3282,448,O,22269.44,1994-02-02,4-NOT SPECIFIED
3283,227,O,19019.35,1997-02-14,4-NOT SPECIFIED
3284,990,F,66076.18,1998-07-21,2-HIGH
3285,900,P,58691.3,1996-12-11,2-HIGH
3286,239,P,99317.1,1994-09-17,1-URGENT
3287,12,F,7836.82,1992-06-27,5-LOW
3288,45,F,67870.76,1996-03-06,4-NOT SPECIFIED
3289,567,O,25154.68,1995-02-13,1-URGENT
3290,268,P,37418.08,1995-01-14,4-NOT SPECIFIED
3291,818,O,57230.16,1992-02-24,2-HIGH
3292,640,F,50299.24,1992-10-18,2-HIGH
3293,369,P,20659.55,1994-03-01,4-NOT SPECIFIED
3294,310,F,76140.77,1996-06-23,1-URGENT
3295,329,O,82136.62,1998-07-01,2-HIGH
3296,579,P,53651.86,1997-02-18,4-NOT SPECIFIED
3297,696,P,6245.13,1996-10-01,4-NOT SPECIFIED
3298,17,P,94697.2,1995-04-13,1-URGENT
3299,452,O,95490.03,1994-12-15,2-HIGH
3300,108,F,87631.15,1992-05-25,3-MEDIUM
3301,140,F,34118.23,1998-04-28,3-MEDIUM
3302,976,P,48481.26,1993-02-20,4-NOT SPECIFIED
3303,967,O,29165.61,1994-09-25,1-URGENT
3304,199,F,1266.71,1995-08-12,5-LOW
3305,710,F,47073.87,1994-06-27,4-NOT SPECIFIED
3306,636,O,94257.87,1993-08-10,5-LOW
3307,423,P,7773.42,1992-08-22,3-MEDIUM
3308,506,O,8070.09,1997-10-20,1-URGENT
3309,63,F,53531.22,1993-07-26,5-LOW
3310,217,P,3538.53,1996-01-17,4-NOT SPECIFIED
3311,489,F,96099.34,1997-06-07,1-URGENT
3312,83,O,31741.67,1995-07-11,4-NOT SPECIFIED
3313,843,P,66159.38,1997-03-06,1-URGENT
3314,343,O,82224.81,1992-05-28,4-NOT SPECIFIED
3315,303,P,88295.3,1993-06-09,2-HIGH
3316,32,P,36140.25,1992-01-28,4-NOT SPECIFIED
3317,825,P,9647.06,1993-05-09,4-NOT SPECIFIED
3318,640,O,34215.92,1992-12-17,3-MEDIUM
3319,151,F,94561.36,1993-02-19,1-URGENT
3320,96,P,93828.8,1996-04-20,5-LOW
3321,394,F,17445.39,1992-06-02,3-MEDIUM
3322,216,F,8656.79,1992-06-26,1-URGENT
3323,389,O,97799.82,1995-01-17,3-MEDIUM
3324,638,O,7151.35,1996-01-27,5-LOW
3325,548,O,80955.82,1996-01-11,5-LOW
3326,322,F,74458.71,1994-12-04,4-NOT SPECIFIED
3327,208,F,76009.79,1996-02-25,2-HIGH
3328,400,F,54772.1,1992-07-13,4-NOT SPECIFIED
3329,788,F,87029.73,1996-09-19,3-MEDIUM
3330,814,P,95991.91,1992-11-10,3-MEDIUM
3331,747,O,59979.58,1997-11-10,3-MEDIUM
3332,432,F,89715.69,1994-10-26,4-NOT SPECIFIED
3333,403,F,89033.89,1998-03-11,4-NOT SPECIFIED
3334,273,P,62579.46,1994-05-20,3-MEDIUM
3335,185,P,69158.63,1993-05-23,5-LOW
3336,692,O,78259.95,1996-01-02,5-LOW
3337,609,F,12305.32,1996-08-21,4-NOT SPECIFIED
3338,744,F,5642.68,1998-12-01,4-NOT SPECIFIED
3339,764,P,59510.26,1993-01-17,5-LOW
3340,939,P,22176.72,1994-04-14,3-MEDIUM
3341,310,F,8134.13,1995-03-13,4-NOT SPECIFIED
3342,912,F,30882.78,1996-12-17,3-MEDIUM
3343,354,P,28003.43,1992-05-27,1-URGENT
3344,392,F,33870.24,1994-09-08,3-MEDIUM
3345,506,P,25825.97,1995-02-09,3-MEDIUM
3346,535,F,6853.08,1997-12-08,1-URGENT
3347,701,O,18702.98,1996-11-18,4-NOT SPECIFIED
3348,75,P,62934.48,1997-03-06,5-LOW
3349,867,P,57922.85,1997-05-22,4-NOT SPECIFIED
3350,227,P,80186.53,1995-07-19,5-LOW
3351,74,P,50074.24,1992-02-28,3-MEDIUM
3352,769,F,48105.14,1993-04-25,5-LOW
3353,606,F,13197.09,1995-11-13,4-NOT SPECIFIED
3354,888,P,60285.18,1996-01-12,1-URGENT
3355,734,O,29447.49,1998-03-24,4-NOT SPECIFIED
3356,459,F,32383.54,1993-01-11,3-MEDIUM
3357,121,F,35209.89,1998-06-17,3-MEDIUM
3358,289,F,79705.11,1994-09-01,1-URGENT
3359,620,P,27274.4,1997-09-10,4-NOT SPECIFIED
3360,248,F,53717.3,1993-02-12,5-LOW
3361,410,F,91503.83,1992-12-07,3-MEDIUM
3362,966,P,57338.03,1997-11-13,1-URGENT
3363,273,F,14055.15,1997-05-26,2-HIGH
3364,865,O,77135.43,1993-05-17,5-LOW
3365,704,F,26861.73,1997-08-15,4-NOT SPECIFIED
3366,365,P,1984.79,1998-10-09,5-LOW
3367,655,P,48994.98,1992-10-15,2-HIGH
3368,873,P,37390.06,1992-08-09,4-NOT SPECIFIED
3369,257,F,40685.55,1994-07-05,4-NOT SPECIFIED
3370,301,O,80337.67,1994-06-10,2-HIGH
3371,226,P,24217.66,1994-12-13,1-URGENT
3372,172,O,1257.09,1997-11-15,3-MEDIUM
3373,337,O,50790.2,1995-09-28,3-MEDIUM
3374,463,P,46661.57,1996-07-01,2-HIGH
3375,529,P,23547.55,1997-11-21,3-MEDIUM
3376,625,O,78844.31,1994-10-13,4-NOT SPECIFIED
3377,903,F,7146.11,1998-10-13,3-MEDIUM
3378,76,P,92550.99,1997-11-12,2-HIGH
3379,774,O,67392.5,1997-04-08,2-HIGH
3380,656,O,94886.09,1997-07-28,2-HIGH
3381,600,P,52636.05,1995-11-26,4-NOT SPECIFIED
3382,58,P,85442.44,1994-01-24,2-HIGH
3383,318,F,95757.75,1996-12-20,1-URGENT
3384,361,F,57818.84,1996-02-07,2-HIGH
3385,794,O,28555.96,1995-05-02,2-HIGH
3386,301,O,56655.73,1996-12-24,4-NOT SPECIFIED
3387,159,P,98527.0,1996-10-27,2-HIGH
3388,464,F,11447.38,1996-05-23,4-NOT SPECIFIED
3389,715,F,31935.55,1996-09-01,3-MEDIUM
3390,174,F,92281.71,1995-04-10,5-LOW
3391,830,F,58889.42,1995-07-07,3-MEDIUM
3392,925,F,14025.21,1995-12-18,5-LOW
3393,104,P,37035.4,1995-12-04,2-HIGH
3394,263,F,46709.7,1996-08-25,1-URGENT
3395,899,F,23560.57,1994-03-07,1-URGENT
3396,381,O,54651.78,1995-11-26,4-NOT SPECIFIED
3397,923,F,11690.05,1996-07-14,3-MEDIUM
3398,460,O,59967.75,1994-08-19,5-LOW
3399,3,P,32324.41,1995-01-14,1-URGENT
3400,935,P,25922.69,1997-02-09,3-MEDIUM
3401,827,O,35890.8,1992-05-13,2-HIGH
3402,868,F,64620.05,1998-11-05,3-MEDIUM
3403,973,O,18349.03,1994-12-21,4-NOT SPECIFIED
3404,979,F,76166.04,1995-09-17,5-LOW
3405,621,P,52234.71,1995-03-11,1-URGENT
3406,65,O,55252.55,1992-07-25,4-NOT SPECIFIED
3407,573,F,39513.54,1994-10-02,2-HIGH
3408,227,F,93799.92,1995-03-13,4-NOT SPECIFIED
3409,606,P,7224.68,1992-01-20,2-HIGH
3410,579,P,52500.57,1995-03-01,2-HIGH
3411,880,O,78592.69,1994-07-10,1-URGENT
3412,459,F,97140.66,1996-02-13,3-MEDIUM
3413,952,O,27547.01,1997-08-07,4-NOT SPECIFIED
3414,762,O,5144.08,1993-09-24,4-NOT SPECIFIED
3415,445,F,20186.77,1992-11-25,1-URGENT
3416,743,F,98700.12,1993-03-27,4-NOT SPECIFIED
3417,300,O,50951.0,1994-03-19,5-LOW
3418,553,P,40539.25,1993-12-14,2-HIGH
3419,728,F,53975.34,1998-01-07,4-NOT SPECIFIED
3420,49,P,68192.82,1997-05-15,1-URGENT
3421,505,P,73983.53,1998-05-17,5-LOW
3422,843,F,67762.17,1993-03-23,4-NOT SPECIFIED
3423,24,O,24196.09,1994-03-10,2-HIGH
3424,462,O,68644.37,1995-07-05,3-MEDIUM
3425,33,O,8547.34,1997-11-13,4-NOT SPECIFIED
3426,931,F,39687.78,1997-07-28,3-MEDIUM
3427,248,O,15792.28,1992-07-01,5-LOW
3428,70,O,74772.52,1994-07-05,3-MEDIUM
3429,746,P,37640.66,1994-05-23,2-HIGH
3430,828,F,3629.35,1998-10-27,3-MEDIUM
3431,13,O,35475.74,1998-06-21,5-LOW
3432,164,O,52016.93,1994-10-09,5-LOW
3433,90,F,17542.37,1996-04-03,5-LOW
3434,674,F,95101.66,1997-05-25,5-LOW
3435,183,P,26719.23,1996-06-17,5-LOW
3436,818,F,97661.27,1996-12-16,1-URGENT
3437,227,F,98435.18,1993-12-02,4-NOT SPECIFIED
3438,373,F,81484.16,1996-10-20,1-URGENT
3439,184,O,14134.68,1998-03-16,1-URGENT
3440,51,O,58266.52,1998-08-14,3-MEDIUM
3441,586,F,66429.17,1992-05-07,2-HIGH
3442,193,O,64516.49,1996-11-22,3-MEDIUM
3443,265,O,23189.86,1993-04-05,5-LOW
3444,124,O,96950.74,1997-11-09,3-MEDIUM
3445,43,P,3386.49,1994-08-02,1-URGENT
3446,203,F,41293.49,1992-08-16,5-LOW
3447,917,F,55432.4,1995-10-23,5-LOW
3448,806,F,60665.46,1994-02-05,5-LOW
3449,675,F,3894.49,1997-03-21,5-LOW
3450,123,P,44578.22,1995-01-22,2-HIGH
3451,131,F,46117.01,1994-08-09,4-NOT SPECIFIED
3452,565,F,86269.41,1997-03-06,1-URGENT
3453,73,O,79772.75,1993-05-09,1-URGENT
3454,948,O,32421.03,1992-09-19,3-MEDIUM
3455,962,P,65278.77,1993-10-27,1-URGENT
