l_orderkey,l_partkey,l_linenumber,l_quantity,l_extendedprice,l_discount,l_shipdate,l_returnflag
2456,199,1,3,9242.58,0.06,1995-05-09,N
2456,123,2,13,8746.04,0.08,1997-06-19,N
2457,551,1,10,9048.07,0.01,1996-01-07,A
2458,372,1,14,2220.99,0.05,1992-10-18,A
2458,350,2,31,1754.68,0.08,1995-03-24,R
2459,439,1,39,9745.7,0.04,1996-01-19,R
2459,352,2,16,232.45,0.02,1994-11-16,R
2459,181,3,7,6287.24,0.03,1997-08-01,N
2460,229,1,42,2946.84,0.08,1995-02-23,N
2460,517,2,15,936.32,0.06,1997-12-24,R
2460,444,3,44,7298.36,0.03,1997-12-17,A
2461,83,1,44,7154.56,0.06,1994-10-19,A
2461,42,2,6,6820.44,0.0,1997-06-06,A
2462,623,1,33,9386.23,0.06,1997-02-21,N
2462,297,2,41,9231.03,0.01,1993-01-01,A
2462,547,3,31,9092.62,0.03,1998-05-13,N
2462,169,4,2,3340.22,0.04,1998-01-28,A
2463,773,1,2,7212.39,0.06,1993-04-08,N
2463,325,2,17,4760.66,0.05,1995-07-16,R
2463,688,3,14,6314.88,0.01,1994-01-18,N
2463,563,4,45,3858.8,0.01,1995-07-20,R
2464,557,1,2,7456.39,0.01,1992-01-11,A
2464,783,2,19,3691.31,0.04,1994-07-15,N
2464,738,3,27,4207.28,0.01,1993-12-22,R
2465,298,1,32,2888.94,0.09,1995-07-16,A
2465,158,2,28,2571.6,0.04,1993-03-07,N
2466,478,1,29,239.37,0.04,1994-09-07,R
2466,36,2,50,7879.95,0.07,1998-10-03,A
2467,96,1,34,9204.96,0.04,1992-10-27,R
2467,373,2,1,8545.4,0.03,1998-06-08,A
2468,473,1,14,9815.71,0.08,1997-06-05,N
2469,637,1,42,2088.99,0.02,1997-12-28,N
2469,160,2,48,5428.92,0.02,1997-02-18,R
2469,717,3,31,3334.66,0.04,1995-06-02,R
2470,587,1,1,2375.65,0.09,1995-07-12,A
2470,225,2,23,5595.5,0.09,1998-03-13,R
2470,775,3,13,5947.11,0.01,1997-01-23,A
2470,439,4,21,8022.59,0.0,1992-03-22,R
2471,189,1,35,7227.07,0.01,1998-02-24,A
2471,628,2,1,7856.58,0.1,1993-08-12,A
2471,115,3,41,9159.37,0.07,1998-08-06,N
2471,611,4,45,2006.13,0.09,1994-06-19,N
2472,342,1,48,8532.62,0.08,1993-03-26,A
2473,599,1,42,8490.79,0.09,1995-04-02,A
2473,305,2,46,597.41,0.08,1998-10-28,N
2474,94,1,45,9947.12,0.04,1996-11-27,R
2475,29,1,7,1442.68,0.08,1994-11-05,R
2475,296,2,2,6671.54,0.03,1998-10-02,A
2476,90,1,46,8396.34,0.01,1992-08-15,R
2477,291,1,35,7569.92,0.05,1996-12-14,R
2477,252,2,49,3420.83,0.05,1995-04-11,N
2477,599,3,20,2540.02,0.09,1992-04-14,A
2477,9,4,16,4783.7,0.0,1992-05-07,N
2477,6,5,32,7914.93,0.03,1992-06-21,A
2478,531,1,17,7613.56,0.02,1993-03-06,N
2479,429,1,13,1616.84,0.08,1995-12-16,N
2479,9,2,43,1199.44,0.07,1997-07-16,N
2480,464,1,34,4311.15,0.01,1993-04-06,A
2481,295,1,30,2542.58,0.04,1995-03-03,N
2481,372,2,40,9602.71,0.01,1998-12-14,N
2482,738,1,35,465.3,0.02,1993-12-28,R
2482,217,2,29,4653.64,0.03,1996-09-18,N
2483,93,1,36,6986.14,0.01,1998-01-26,N
2483,651,2,15,8664.41,0.08,1992-01-20,A
2484,664,1,10,6804.38,0.0,1996-12-18,R
2484,499,2,26,8785.17,0.0,1996-12-26,N
2485,19,1,36,1072.02,0.09,1995-10-14,A
2485,130,2,36,2782.81,0.01,1998-03-12,R
2486,312,1,27,3445.39,0.01,1994-04-28,A
2487,695,1,22,4099.59,0.01,1997-04-05,A
2488,444,1,8,5990.75,0.08,1992-03-10,N
2488,685,2,27,9349.36,0.06,1996-07-18,R
2489,123,1,14,4134.13,0.0,1993-02-03,R
2490,93,1,36,7538.51,0.03,1997-07-26,N
2490,598,2,10,3470.93,0.06,1994-07-28,N
2491,390,1,19,7245.69,0.09,1993-07-03,R
2492,526,1,44,6759.69,0.05,1998-06-24,A
2492,190,2,46,9647.86,0.01,1998-01-16,A
2493,595,1,14,7760.24,0.04,1998-06-11,N
2493,252,2,35,1816.23,0.0,1997-01-16,A
2494,743,1,35,5232.51,0.06,1994-01-23,R
2495,619,1,2,5041.07,0.03,1995-02-06,A
2496,476,1,29,1468.48,0.07,1997-11-05,R
2496,144,2,38,9166.79,0.0,1996-12-17,R
2497,42,1,2,6322.01,0.06,1997-08-28,N
2498,393,1,26,9142.06,0.0,1993-03-13,N
2498,447,2,12,6128.59,0.03,1997-12-10,R
2499,297,1,9,2343.91,0.1,1993-04-13,N
2499,76,2,41,4849.42,0.1,1996-08-13,A
2499,208,3,46,404.23,0.07,1996-12-02,A
2500,401,1,8,3129.77,0.0,1995-07-08,R
2500,692,2,19,757.53,0.0,1996-08-19,R
2501,371,1,35,3401.11,0.03,1997-09-17,A
2501,330,2,44,4105.96,0.06,1996-07-06,A
2501,441,3,45,6860.79,0.05,1997-12-19,N
2501,346,4,16,3848.7,0.04,1994-10-04,A
2502,419,1,36,6239.0,0.03,1995-01-02,R
2503,486,1,28,8520.12,0.05,1994-01-12,N
2503,427,2,10,1699.04,0.07,1997-05-03,A
2504,197,1,45,2798.77,0.03,1998-10-10,N
2505,726,1,2,5210.93,0.01,1994-08-12,A
2506,755,1,36,3199.96,0.08,1994-11-27,N
2507,373,1,42,6682.77,0.02,1995-01-19,A
2507,792,2,22,6684.81,0.05,1995-11-11,A
2507,375,3,28,7064.91,0.02,1997-07-11,N
2507,167,4,16,3291.92,0.03,1994-04-03,N
2507,95,5,4,8227.59,0.04,1996-04-01,A
2508,49,1,50,7235.2,0.04,1995-03-09,R
2509,762,1,47,9298.86,0.06,1998-01-24,A
2509,670,2,16,4304.05,0.0,1997-12-15,A
2509,123,3,4,7079.61,0.0,1997-02-25,N
2510,738,1,2,7836.26,0.05,1992-12-18,R
2510,101,2,17,8325.2,0.05,1995-03-25,R
2511,587,1,34,552.52,0.05,1995-02-06,A
2511,403,2,45,9509.28,0.06,1993-06-05,A
2512,10,1,4,2977.95,0.08,1996-08-22,R
2513,717,1,31,8873.53,0.01,1997-08-18,A
2514,454,1,38,2499.43,0.02,1994-01-11,A
2514,125,2,20,6557.81,0.07,1998-01-27,R
2515,306,1,25,234.67,0.04,1997-06-28,N
2515,704,2,29,3505.3,0.04,1992-02-18,N
2515,659,3,32,9836.09,0.05,1996-08-26,R
2516,142,1,19,5753.42,0.04,1992-02-18,A
2517,793,1,31,6730.54,0.1,1996-11-11,N
2517,706,2,48,5796.7,0.1,1997-03-15,R
2518,255,1,41,9934.72,0.01,1994-12-10,A
2519,680,1,4,5845.93,0.03,1994-07-13,A
2519,532,2,2,9273.13,0.0,1996-10-23,N
2520,282,1,36,9095.57,0.08,1992-08-01,N
2520,508,2,29,2186.71,0.07,1992-12-04,R
2521,506,1,45,6478.56,0.09,1997-06-14,N
2521,209,2,40,8215.97,0.02,1997-03-12,R
2522,199,1,11,7869.04,0.03,1994-10-24,R
2522,519,2,27,3889.82,0.06,1997-02-01,R
2522,525,3,3,8137.3,0.06,1992-04-05,A
2523,21,1,14,8773.53,0.03,1993-08-06,A
2523,33,2,26,2456.27,0.09,1996-09-22,N
2524,151,1,4,8679.18,0.07,1997-03-20,R
2524,678,2,11,3289.23,0.03,1996-09-24,N
2524,486,3,31,5535.57,0.07,1996-02-16,R
2525,196,1,5,6131.06,0.05,1996-06-24,R
2525,2,2,13,4184.48,0.07,1997-09-26,R
2526,582,1,36,1212.53,0.02,1998-04-24,A
2527,351,1,8,1512.53,0.08,1998-07-16,R
2527,366,2,17,5885.81,0.1,1993-12-24,N
2528,112,1,23,3208.66,0.05,1997-09-05,A
2528,389,2,8,8918.14,0.01,1992-04-24,R
2528,351,3,6,972.5,0.06,1994-06-24,R
2529,463,1,28,5095.23,0.01,1994-10-05,R
2529,429,2,15,6780.95,0.03,1996-10-12,A
2529,783,3,14,6847.3,0.06,1996-04-10,A
2530,734,1,39,2644.4,0.07,1998-08-26,A
2531,770,1,35,303.02,0.0,1993-08-21,R
2532,248,1,29,2474.34,0.02,1994-05-02,N
2532,571,2,5,4244.03,0.05,1992-12-27,A
2532,668,3,20,4250.91,0.07,1993-04-01,R
2533,147,1,26,4135.99,0.0,1997-01-16,A
2533,9,2,28,4649.63,0.08,1993-06-16,N
2534,523,1,19,3507.66,0.03,1997-03-12,A
2534,558,2,25,895.66,0.08,1995-09-19,N
2534,632,3,22,7451.63,0.08,1996-07-21,A
2534,111,4,1,6031.9,0.06,1994-10-24,R
2535,598,1,24,9527.06,0.1,1998-12-11,A
2536,742,1,31,2515.25,0.02,1993-09-08,R
2536,688,2,21,7597.96,0.02,1993-05-03,R
2536,671,3,20,4861.75,0.05,1993-02-22,N
2537,128,1,32,3354.11,0.04,1998-06-20,R
2537,332,2,18,3424.31,0.09,1995-08-01,R
2537,186,3,40,6184.14,0.0,1997-02-14,R
2537,113,4,44,4737.75,0.07,1996-12-23,R
2538,103,1,38,7954.46,0.01,1995-06-14,A
2538,557,2,41,3008.21,0.05,1994-10-02,N
2539,355,1,14,5429.24,0.01,1994-02-07,R
2539,398,2,27,4155.82,0.03,1994-05-07,N
2540,768,1,9,3301.18,0.01,1996-05-19,A
2541,38,1,50,7799.35,0.04,1993-04-08,N
2542,578,1,7,1806.03,0.06,1992-12-26,A
2542,305,2,30,8491.62,0.01,1996-03-06,N
2542,340,3,38,4138.2,0.0,1997-07-20,A
2543,99,1,39,6299.74,0.01,1997-10-03,N
2543,178,2,3,8111.12,0.04,1996-01-11,A
2543,243,3,42,685.17,0.05,1996-08-13,R
2544,167,1,24,4931.74,0.03,1995-11-21,N
2544,315,2,5,6961.06,0.09,1993-07-16,N
2544,659,3,19,335.59,0.07,1993-02-05,A
2545,46,1,13,3272.07,0.1,1995-01-26,R
2545,765,2,17,1941.49,0.03,1993-10-03,N
2545,507,3,34,5695.55,0.09,1997-09-12,N
2546,531,1,39,551.39,0.07,1993-08-01,R
2547,376,1,24,5358.07,0.07,1992-02-02,R
2547,501,2,30,414.6,0.02,1996-03-06,A
2547,210,3,42,7499.69,0.06,1998-05-10,N
2548,769,1,39,8789.34,0.07,1997-10-27,R
2548,394,2,40,1979.31,0.07,1992-12-26,R
2549,226,1,24,5935.03,0.1,1995-01-11,A
2549,742,2,3,8087.79,0.02,1997-05-28,R
2550,768,1,37,7471.78,0.08,1998-11-05,A
2551,737,1,29,5082.65,0.04,1995-08-09,N
2551,481,2,28,3295.66,0.0,1994-07-18,R
2552,575,1,8,9541.24,0.1,1998-12-23,N
2552,329,2,28,6729.37,0.02,1994-01-05,N
2553,536,1,15,3778.35,0.01,1998-11-04,A
2553,305,2,17,131.22,0.02,1997-07-26,A
2554,193,1,15,4598.73,0.09,1998-02-13,A
2554,779,2,49,2691.39,0.02,1995-01-25,R
2555,625,1,34,6696.94,0.04,1992-09-28,R
2555,790,2,2,167.47,0.06,1995-02-24,N
2556,622,1,18,2244.82,0.01,1996-12-26,A
2556,565,2,38,5673.05,0.1,1994-09-24,N
2556,272,3,27,366.68,0.03,1992-07-10,A
2557,279,1,35,6315.58,0.04,1995-09-10,R
2557,2,2,11,672.94,0.04,1998-02-16,A
2558,534,1,22,3033.51,0.0,1993-08-07,A
2559,691,1,1,1230.64,0.04,1993-10-14,A
2560,591,1,11,361.87,0.01,1997-11-01,R
2561,148,1,42,5362.19,0.03,1995-05-13,R
2562,8,1,44,8476.69,0.09,1997-04-08,N
2562,672,2,47,4110.68,0.0,1997-02-02,A
2563,384,1,1,3033.12,0.03,1998-09-12,R
2563,156,2,18,3311.29,0.01,1995-09-21,N
2564,497,1,20,110.36,0.1,1993-01-23,R
2564,100,2,5,1850.99,0.03,1995-01-10,N
2565,788,1,48,9935.02,0.03,1996-06-20,N
2565,608,2,27,1011.67,0.09,1997-03-26,N
2566,409,1,5,6016.5,0.03,1994-05-02,N
2566,78,2,6,3743.05,0.08,1994-06-20,R
2566,530,3,32,5889.4,0.05,1995-06-26,R
2567,725,1,47,5588.19,0.03,1995-01-05,R
2567,676,2,14,3640.51,0.0,1997-03-02,N
2568,164,1,19,1364.55,0.01,1997-01-10,N
2568,565,2,38,3099.26,0.08,1994-10-13,N
2568,210,3,5,4261.8,0.06,1997-05-06,N
2569,705,1,49,2654.99,0.1,1998-09-28,N
2569,714,2,44,3760.5,0.01,1992-12-07,N
2570,159,1,38,8423.04,0.01,1993-01-17,R
2570,401,2,44,2602.29,0.06,1993-09-21,R
2571,128,1,50,1141.5,0.08,1995-06-11,A
2571,473,2,8,4339.2,0.06,1997-06-17,R
2571,1,3,32,1348.75,0.02,1995-03-05,N
2571,512,4,33,9017.04,0.1,1992-05-27,A
2571,1,5,11,835.39,0.07,1998-01-12,N
2572,299,1,44,3301.33,0.02,1994-05-16,R
2573,59,1,39,8143.81,0.06,1992-07-02,N
2574,731,1,18,7656.07,0.06,1994-06-10,R
2575,411,1,14,9583.92,0.09,1992-01-03,A
2575,92,2,47,9529.48,0.1,1992-07-28,R
2576,568,1,40,5479.45,0.03,1994-12-17,N
2577,321,1,31,5021.1,0.04,1995-02-04,N
2578,260,1,41,2569.78,0.1,1997-06-16,R
2578,237,2,2,9192.69,0.01,1993-09-24,A
2578,71,3,15,1750.66,0.0,1998-01-23,A
2578,717,4,40,6346.27,0.0,1995-05-12,R
2578,51,5,27,7217.62,0.01,1995-12-03,A
2578,501,6,17,9764.94,0.02,1997-06-04,A
2579,778,1,42,171.5,0.02,1992-02-17,A
2579,665,2,32,7054.87,0.02,1998-06-04,R
2580,35,1,43,2548.3,0.1,1993-06-15,A
2581,360,1,45,646.59,0.0,1997-02-12,N
2581,118,2,16,9110.86,0.02,1994-11-21,N
2582,326,1,5,9364.21,0.1,1998-06-13,R
2583,280,1,17,5925.58,0.06,1998-10-21,A
2583,763,2,26,3007.44,0.05,1993-02-08,R
2584,243,1,50,1620.15,0.08,1996-05-09,N
2584,758,2,41,7989.51,0.02,1996-06-01,R
2584,215,3,43,5458.22,0.01,1996-02-19,N
2585,415,1,25,3379.78,0.1,1998-02-23,R
2586,445,1,8,1969.02,0.05,1998-01-19,A
2586,169,2,43,6279.8,0.03,1993-06-03,A
2587,332,1,16,9960.86,0.1,1992-03-25,R
2587,758,2,42,1672.91,0.01,1995-04-27,A
2588,123,1,19,9111.85,0.1,1998-09-14,R
2589,439,1,40,8301.24,0.03,1996-03-22,A
2589,347,2,23,1741.15,0.09,1998-01-20,N
2590,652,1,45,6673.14,0.02,1993-04-24,N
2591,746,1,46,9019.85,0.06,1995-06-05,A
2591,367,2,8,6891.77,0.07,1992-07-16,R
2591,66,3,9,2196.19,0.09,1993-12-25,N
2591,83,4,29,3395.85,0.05,1997-03-01,R
2592,731,1,45,2818.05,0.03,1995-08-24,A
2592,706,2,10,6626.71,0.03,1996-07-21,A
2592,528,3,50,1801.08,0.01,1997-03-05,N
2592,242,4,20,7786.16,0.1,1997-12-11,N
2593,69,1,11,3854.81,0.07,1994-04-01,N
2594,243,1,20,2841.99,0.1,1992-02-16,A
2595,382,1,18,2342.27,0.02,1996-01-05,R
2595,761,2,45,545.09,0.05,1996-01-27,N
2596,460,1,10,1261.79,0.1,1996-01-10,A
2596,130,2,15,1797.79,0.04,1998-09-04,N
2596,724,3,46,4750.56,0.01,1996-02-17,N
2596,696,4,13,1184.04,0.01,1995-03-05,A
2597,213,1,22,1816.11,0.0,1997-10-10,R
2597,622,2,39,3901.87,0.01,1996-05-11,N
2598,476,1,27,3709.67,0.1,1997-11-07,R
2599,639,1,36,8372.86,0.05,1996-03-01,A
2599,338,2,20,2435.3,0.06,1993-07-08,R
2600,275,1,23,6911.22,0.03,1997-10-03,A
2600,118,2,14,1157.09,0.01,1996-06-17,A
2601,597,1,48,3842.53,0.09,1993-01-13,A
2601,200,2,23,1870.48,0.06,1996-05-06,N
2601,77,3,41,4909.95,0.08,1997-10-06,R
2602,44,1,21,2102.7,0.02,1998-02-12,N
2602,739,2,31,2886.26,0.1,1996-01-24,A
2603,496,1,32,4841.94,0.06,1992-11-10,N
2603,627,2,36,2757.46,0.07,1992-12-19,N
2604,604,1,11,1899.33,0.03,1995-08-08,A
2605,418,1,10,610.0,0.02,1998-03-01,A
2605,369,2,44,3126.39,0.0,1998-11-25,R
2606,101,1,28,8789.8,0.05,1995-02-12,N
2607,226,1,24,116.94,0.01,1994-04-20,N
2607,610,2,11,9603.78,0.04,1994-08-03,R
2607,22,3,41,2036.19,0.1,1994-12-16,A
2608,568,1,31,2973.99,0.05,1993-12-11,N
2608,572,2,32,5045.94,0.01,1992-10-13,N
2609,208,1,21,8930.91,0.01,1995-12-02,N
2609,190,2,1,802.92,0.0,1992-04-18,R
2609,472,3,40,1764.86,0.0,1997-07-10,R
2610,571,1,40,8326.17,0.1,1997-02-02,R
2610,571,2,13,9835.27,0.05,1998-07-02,R
2610,631,3,4,8980.76,0.0,1998-12-28,R
2611,324,1,36,9744.29,0.01,1993-06-26,R
2612,279,1,21,3900.57,0.03,1997-08-01,A
2612,500,2,6,3707.76,0.05,1993-01-18,A
2613,577,1,50,7641.0,0.09,1998-08-28,N
2614,77,1,37,2125.77,0.06,1996-06-10,N
2615,16,1,2,7796.93,0.04,1998-11-06,R
2615,286,2,12,3091.44,0.07,1997-02-14,A
2616,569,1,10,4765.22,0.1,1996-05-03,N
2616,589,2,25,2929.56,0.05,1992-10-12,R
2617,337,1,41,9874.62,0.08,1992-12-07,N
2617,527,2,48,7882.72,0.0,1998-04-25,A
2617,199,3,9,7317.5,0.07,1992-06-09,R
2617,212,4,40,7005.6,0.03,1997-07-26,R
2618,34,1,39,9275.58,0.03,1994-03-18,A
2619,695,1,5,1816.75,0.0,1994-10-19,N
2620,347,1,9,9039.65,0.09,1995-12-27,R
2620,729,2,50,4390.34,0.07,1998-07-27,A
2621,591,1,26,9240.33,0.01,1994-07-06,N
2621,459,2,39,4230.08,0.08,1995-08-17,R
2621,4,3,45,3468.7,0.05,1996-07-03,R
2621,377,4,14,8613.92,0.07,1998-03-25,N
2621,141,5,13,6383.33,0.04,1998-03-10,A
2622,395,1,33,2482.42,0.07,1997-06-26,R
2622,293,2,12,1187.34,0.04,1997-12-18,N
2622,793,3,29,4568.24,0.03,1992-03-22,N
2623,391,1,34,6100.43,0.08,1997-05-13,A
2624,150,1,40,6619.09,0.07,1997-07-26,R
2625,282,1,42,7476.79,0.08,1996-02-27,A
2625,225,2,45,4319.34,0.01,1996-09-10,A
2625,168,3,22,3552.61,0.08,1995-07-24,R
2626,690,1,36,2089.44,0.04,1998-02-23,A
2626,206,2,31,4363.98,0.02,1993-12-19,A
2627,144,1,23,1340.71,0.03,1992-10-05,R
2627,192,2,1,5853.67,0.02,1993-08-24,R
2628,709,1,14,5392.53,0.02,1993-02-26,A
2628,112,2,30,9691.97,0.1,1994-09-20,N
2629,506,1,38,4006.21,0.09,1993-04-25,R
2630,629,1,4,6108.97,0.05,1997-02-17,R
2630,800,2,19,754.08,0.05,1994-04-09,N
2631,726,1,44,1365.52,0.1,1992-11-06,R
2631,619,2,7,3795.04,0.01,1994-02-17,R
2632,50,1,34,8346.35,0.02,1998-12-13,A
2633,331,1,2,4505.08,0.0,1992-11-11,A
2634,493,1,12,5514.28,0.07,1996-06-10,R
2634,56,2,43,4425.76,0.09,1993-12-14,R
2634,433,3,2,6753.39,0.07,1994-05-07,R
2635,500,1,35,542.78,0.01,1998-12-20,N
2635,86,2,8,9758.77,0.04,1993-09-08,R
2635,542,3,9,2082.25,0.01,1995-12-13,N
2635,548,4,39,7223.37,0.1,1995-02-22,A
2636,338,1,6,2280.01,0.05,1993-08-06,R
2637,531,1,17,8336.06,0.05,1998-02-22,A
2638,34,1,45,533.66,0.04,1997-12-21,A
2639,8,1,22,4163.25,0.05,1993-09-15,N
2640,97,1,5,2091.16,0.06,1992-04-14,R
2641,361,1,38,7523.45,0.09,1992-12-27,A
2641,796,2,32,105.49,0.09,1992-08-20,N
2642,614,1,32,2309.54,0.08,1996-07-19,N
2642,61,2,5,8883.01,0.07,1994-04-25,N
2643,261,1,44,9546.49,0.1,1997-10-25,A
2643,76,2,23,3075.75,0.04,1992-07-15,N
2643,78,3,12,2206.09,0.03,1995-12-06,R
2644,490,1,14,3445.3,0.05,1992-06-17,R
2645,77,1,30,1857.86,0.01,1993-12-13,A
2645,733,2,25,5486.91,0.1,1994-12-11,A
2646,534,1,34,7132.25,0.09,1992-03-10,R
2646,21,2,47,4599.42,0.03,1996-12-14,R
2647,459,1,10,695.06,0.09,1993-03-19,N
2648,386,1,11,2995.26,0.0,1996-07-23,A
2648,603,2,11,4367.99,0.1,1996-05-15,N
2648,602,3,38,8807.1,0.01,1997-01-10,N
2649,705,1,27,9552.98,0.07,1994-12-04,A
2649,232,2,37,2406.75,0.03,1998-03-27,N
2649,734,3,6,1407.0,0.03,1994-05-19,N
2650,603,1,50,564.45,0.09,1997-07-09,A
2650,613,2,36,9408.46,0.09,1998-10-14,N
2650,402,3,23,3671.67,0.02,1993-12-16,N
2651,558,1,44,7778.77,0.06,1996-05-27,A
2651,775,2,6,8715.69,0.06,1993-07-25,R
2652,244,1,39,8651.57,0.03,1997-05-24,A
2652,657,2,8,3164.51,0.07,1998-11-17,A
2653,517,1,33,6947.68,0.05,1994-09-17,R
2654,370,1,44,2108.11,0.09,1997-09-16,A
2655,743,1,5,9711.72,0.07,1992-06-19,R
2656,53,1,23,7929.64,0.1,1996-03-18,N
2656,609,2,47,3541.58,0.04,1996-05-24,A
2656,545,3,31,3859.42,0.06,1992-10-24,A
2656,649,4,43,5145.78,0.02,1997-06-06,A
2657,123,1,6,5662.77,0.1,1993-08-19,N
2658,455,1,8,7685.39,0.1,1994-04-10,R
2658,15,2,46,6915.94,0.03,1993-12-16,A
2659,98,1,18,8931.99,0.0,1997-01-20,R
2659,42,2,31,905.39,0.1,1998-10-17,N
2660,571,1,2,4454.49,0.1,1997-06-28,N
2660,664,2,38,1232.72,0.0,1994-02-01,N
2660,173,3,19,570.78,0.05,1997-02-10,N
2661,731,1,50,6822.04,0.0,1998-05-19,A
2661,47,2,27,7898.49,0.08,1993-03-10,N
2662,348,1,25,3776.3,0.09,1992-04-24,N
2662,34,2,24,8120.2,0.04,1995-11-20,R
2663,422,1,15,9966.6,0.02,1995-01-09,R
2663,791,2,5,1544.28,0.02,1995-02-16,N
2664,733,1,30,1420.91,0.02,1997-02-13,N
2665,737,1,21,6728.83,0.02,1995-06-09,R
2666,404,1,13,4762.13,0.0,1993-05-19,N
2667,37,1,9,3281.79,0.07,1993-05-09,N
2668,644,1,7,1866.96,0.09,1996-03-15,R
2668,298,2,42,4431.94,0.09,1993-09-22,A
2669,364,1,21,8460.32,0.04,1997-01-16,A
2670,670,1,31,1863.37,0.1,1994-12-25,A
2671,38,1,49,4055.4,0.09,1998-10-10,R
2671,316,2,36,6163.21,0.1,1996-07-02,A
2672,740,1,29,1267.53,0.0,1992-05-26,A
2672,84,2,14,5845.21,0.0,1997-11-13,R
2673,647,1,12,5580.62,0.01,1992-03-16,R
2673,166,2,31,2008.29,0.1,1993-05-17,A
2673,606,3,8,1175.3,0.07,1993-06-03,N
2674,216,1,34,9521.09,0.04,1997-08-26,A
2674,519,2,50,4951.26,0.0,1993-10-28,A
2675,624,1,26,5747.33,0.08,1994-04-06,R
2675,701,2,47,7391.27,0.06,1998-10-27,A
2676,757,1,17,2253.7,0.05,1998-02-08,N
2676,782,2,30,2946.06,0.04,1992-12-01,R
2677,554,1,39,5231.83,0.1,1992-02-04,R
2678,213,1,49,8619.27,0.05,1992-06-20,A
2678,409,2,27,5256.47,0.02,1995-08-09,R
2679,352,1,25,4484.96,0.06,1995-11-07,R
2680,794,1,3,8609.84,0.05,1992-02-26,R
2681,203,1,24,3417.46,0.09,1993-06-24,N
2682,744,1,8,4687.86,0.04,1993-06-28,R
2682,578,2,13,2413.35,0.01,1996-12-15,N
2683,85,1,23,1578.71,0.1,1993-12-11,R
2683,69,2,17,1028.52,0.03,1994-04-15,A
2684,412,1,30,9431.86,0.05,1995-07-17,N
2684,688,2,16,3722.9,0.1,1995-04-09,A
2684,590,3,23,871.21,0.04,1993-07-27,N
2684,269,4,39,9803.03,0.03,1996-11-07,N
2684,308,5,30,7960.57,0.03,1998-01-06,R
2685,557,1,18,3584.24,0.05,1993-08-23,A
2685,782,2,30,2145.29,0.06,1996-07-08,R
2685,279,3,50,9285.87,0.0,1998-09-05,A
2686,5,1,49,740.2,0.07,1992-01-14,R
2687,678,1,37,7558.62,0.01,1997-12-11,A
2687,526,2,30,9774.74,0.07,1993-04-28,R
2687,247,3,28,2522.07,0.04,1993-03-07,A
2687,136,4,9,2684.24,0.02,1997-09-05,R
2687,248,5,28,5031.62,0.0,1997-06-14,A
2688,643,1,9,2434.07,0.03,1994-03-27,R
2688,647,2,10,4720.84,0.01,1997-07-14,N
2689,706,1,19,9859.5,0.08,1998-03-26,A
2689,473,2,20,9636.73,0.03,1996-11-09,A
2689,694,3,32,4120.89,0.03,1992-06-19,N
2690,188,1,32,257.78,0.02,1997-04-05,R
2690,258,2,50,2985.55,0.03,1994-11-22,R
2691,402,1,44,5158.35,0.1,1998-01-05,N
2691,398,2,48,1770.28,0.01,1993-09-01,R
2691,251,3,31,6888.67,0.04,1996-07-24,N
2692,764,1,8,1076.6,0.0,1997-10-12,R
2692,487,2,4,7403.04,0.05,1997-04-17,R
2692,676,3,40,7045.28,0.04,1994-10-05,R
2692,482,4,29,397.0,0.07,1992-06-15,A
2693,715,1,44,245.62,0.02,1993-07-23,N
2694,591,1,13,1810.49,0.06,1993-03-01,N
2694,536,2,22,1968.72,0.01,1998-01-09,N
2695,647,1,43,6381.12,0.06,1993-06-18,A
2695,793,2,12,6346.17,0.05,1998-09-07,N
2696,498,1,41,7919.39,0.09,1994-09-13,R
2696,120,2,35,8153.09,0.06,1996-01-11,N
2696,295,3,32,2877.67,0.01,1995-02-16,A
2697,378,1,34,2352.02,0.09,1995-05-20,R
2697,729,2,29,9953.72,0.08,1998-05-12,R
2698,124,1,41,5054.08,0.02,1997-05-28,N
2698,436,2,12,8902.67,0.04,1993-01-05,N
2699,274,1,44,7285.39,0.05,1992-04-24,A
2699,554,2,24,5149.11,0.09,1992-12-26,N
2700,344,1,7,7926.48,0.1,1995-07-27,A
2701,104,1,23,467.86,0.01,1997-05-12,N
2701,435,2,24,5864.77,0.02,1998-05-07,N
2702,152,1,5,8950.5,0.08,1993-04-08,A
2703,741,1,45,3295.94,0.1,1994-03-07,A
2704,561,1,5,6361.93,0.03,1992-10-09,R
2704,460,2,19,4275.94,0.04,1996-05-15,N
2705,69,1,42,4562.5,0.01,1996-08-13,N
2705,683,2,48,3099.89,0.06,1994-11-05,A
2705,197,3,50,7199.85,0.06,1997-08-17,A
2706,453,1,14,150.4,0.01,1994-05-05,R
2707,337,1,20,9878.66,0.01,1996-07-18,N
2707,795,2,29,2505.64,0.02,1992-11-05,N
2708,560,1,46,5223.98,0.07,1992-09-14,A
2708,112,2,40,8303.03,0.06,1998-04-14,R
2708,727,3,27,8688.88,0.01,1994-05-16,R
2709,657,1,27,5324.3,0.07,1995-05-01,A
2709,545,2,41,7818.66,0.1,1996-11-28,R
2709,579,3,44,7277.31,0.1,1994-07-01,R
2709,257,4,7,9510.8,0.09,1994-07-11,R
2710,327,1,13,7133.02,0.07,1998-04-26,A
2710,723,2,29,4634.38,0.04,1998-02-26,A
2710,419,3,3,2821.27,0.04,1998-05-13,R
2711,636,1,37,2485.49,0.04,1997-07-13,N
